"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I PROFILIT,LLOJI SHKOLLES,KOEFICIENTET
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,19,BUJQËSI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,21,VETERINARI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,22,GJEODEZI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,24,LLOGARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,26,ADMINSITRIM BIZNESI ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,27,RRJETE TË DHËNASH,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,30,SILVIKULTURË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,33,"HARRY FULTZ, AUTOMEKANIK",1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BUJQËSISË DHE I MJEDISIT, 057 , Inxhinieri Agrare - Agromekanizim ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,10,HOTELERI-TURIZËM,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,12,MEKANIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,14,ELEKTRONIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,15,PËRPUNIM DRURI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,16,NDËRTIM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,18,TEKNOLOGJI USHQIMORE,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,19,BUJQËSI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,21,VETERINARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,22,GJEODEZI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,24,LLOGARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,26,ADMINSITRIM BIZNESI ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,27,RRJETE TË DHËNASH,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,30,SILVIKULTURË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,33,"HARRY FULTZ, AUTOMEKANIK",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 058 , Teknologji Agroushqimore ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,10,HOTELERI-TURIZËM,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,12,MEKANIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,14,ELEKTRONIKË,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,15,PËRPUNIM DRURI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,16,NDËRTIM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,18,TEKNOLOGJI USHQIMORE,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,19,BUJQËSI,1.3
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,21,VETERINARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,22,GJEODEZI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,24,LLOGARI,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,26,ADMINSITRIM BIZNESI ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,27,RRJETE TË DHËNASH,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,30,SILVIKULTURË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,33,"HARRY FULTZ, AUTOMEKANIK",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I BIOTEKNOLOGJISË DHE I USHQIMIT, 059 , Vreshtari - Enologji ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,6,GJIMNAZ GJUHËSOR,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,9,SHKOLLË PEDAGOGJIKE,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,10,HOTELERI-TURIZËM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,11,SHËRBIME MJETESH TRANSPORTI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,12,MEKANIKË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,13,ELEKTROTEKNIKË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,14,ELEKTRONIKË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,15,PËRPUNIM DRURI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,16,NDËRTIM,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,19,BUJQËSI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,21,VETERINARI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,22,GJEODEZI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,24,LLOGARI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,25,SHËRBIME BANKARE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,26,ADMINSITRIM BIZNESI ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,27,RRJETE TË DHËNASH,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,30,SILVIKULTURË,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,33,"HARRY FULTZ, AUTOMEKANIK",1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 060 , Mbarështim Pyjesh ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,1,GJIMNAZ,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,6,GJIMNAZ GJUHËSOR,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,9,SHKOLLË PEDAGOGJIKE,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,10,HOTELERI-TURIZËM,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,11,SHËRBIME MJETESH TRANSPORTI,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,12,MEKANIKË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,13,ELEKTROTEKNIKË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,14,ELEKTRONIKË,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,15,PËRPUNIM DRURI,1.4
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,16,NDËRTIM,1.2
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,19,BUJQËSI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,21,VETERINARI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,22,GJEODEZI,1
UNIVERSITETI BUJQËSOR I TIRANËS,FAKULTETI I SHKENCAVE PYJORE, 061 , Përpunim Druri ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
