"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I PROFILIT,LLOJI SHKOLLES,KOEFICIENTET
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 172 , Gjuhë Italiane ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 172 , Gjuhë Italiane ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 172 , Gjuhë Italiane ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 172 , Gjuhë Italiane ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 172 , Gjuhë Italiane ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,1,GJIMNAZ,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,6,GJIMNAZ GJUHËSOR,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,9,SHKOLLË PEDAGOGJIKE,1.3
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,12,MEKANIKË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,14,ELEKTRONIKË,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,15,PËRPUNIM DRURI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,16,NDËRTIM,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,19,BUJQËSI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,21,VETERINARI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,22,GJEODEZI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,24,LLOGARI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,25,SHËRBIME BANKARE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,26,ADMINSITRIM BIZNESI ,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,30,SILVIKULTURË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 173 , Gjuhë Gjermane ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,1,GJIMNAZ,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,6,GJIMNAZ GJUHËSOR,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,9,SHKOLLË PEDAGOGJIKE,1.3
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,10,HOTELERI-TURIZËM,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,12,MEKANIKË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,14,ELEKTRONIKË,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,15,PËRPUNIM DRURI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,16,NDËRTIM,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,19,BUJQËSI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,21,VETERINARI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,22,GJEODEZI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,24,LLOGARI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,25,SHËRBIME BANKARE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,26,ADMINSITRIM BIZNESI ,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,30,SILVIKULTURË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,33,"HARRY FULTZ, AUTOMEKANIK",1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I GJUHËVE TË HUAJA , 174 , Gjuhë Frënge ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,1,GJIMNAZ,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,6,GJIMNAZ GJUHËSOR,1.3
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,9,SHKOLLË PEDAGOGJIKE,1.2
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,12,MEKANIKË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,13,ELEKTROTEKNIKË,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,14,ELEKTRONIKË,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,15,PËRPUNIM DRURI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,16,NDËRTIM,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,19,BUJQËSI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,21,VETERINARI,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,22,GJEODEZI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,24,LLOGARI,1.2
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,26,ADMINSITRIM BIZNESI ,1.2
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,27,RRJETE TË DHËNASH,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,30,SILVIKULTURË,1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,31,"HARRY FULTZ, BIZNES",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,32,"HARRY FULTZ, ELEKTRONIKË",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,33,"HARRY FULTZ, AUTOMEKANIK",1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.1
UNIVERSITETI I SHKODRËS “Luigj Gurakuqi”,FAKULTETI I DREJTËSISË, 175 , Drejtësi ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,1,GJIMNAZ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,9,SHKOLLË PEDAGOGJIKE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,10,HOTELERI-TURIZËM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,11,SHËRBIME MJETESH TRANSPORTI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,12,MEKANIKË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,13,ELEKTROTEKNIKË,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,14,ELEKTRONIKË,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,15,PËRPUNIM DRURI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,16,NDËRTIM,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,17,TEKSTIL-KONFEKSIONE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,18,TEKNOLOGJI USHQIMORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,19,BUJQËSI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,20,SHËRBIME SOCIALE DHE SHËNDETSORE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,21,VETERINARI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,22,GJEODEZI,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,23,INSTALUES I SISTEMEVE TERMOHIDRAULIKE ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,24,LLOGARI,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,25,SHËRBIME BANKARE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,26,ADMINSITRIM BIZNESI ,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,27,RRJETE TË DHËNASH,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,28,MBËSHTETJE E PËRDORUESVE TË TIK,1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,29,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT ,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,30,SILVIKULTURË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,31,"HARRY FULTZ, BIZNES",1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,32,"HARRY FULTZ, ELEKTRONIKË",1.3
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,33,"HARRY FULTZ, AUTOMEKANIK",1.2
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,34,PETER MAHRINGER TEKNOLOGJI INFORMACIONI,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 176 , Matematikë ,35,PROFILI IM S'ËSHTË NË LISTË,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,1,GJIMNAZ,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,2,GJIMNAZ ME KOHË TË SHKURTUAR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,3,SEKSION DY GJUHËSH SHQIP-FRËNGJISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,4,SEKSION DY GJUHËSH SHQIP-ITALISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,5,SEKSION DY GJUHËSH SHQIP-GJERMANISHT,1.4
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,6,GJIMNAZ GJUHËSOR,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,7,SHKOLLË ARTISTIKE/KOREOGRAFIKE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,8,SHKOLLË SPORTIVE,1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,9,SHKOLLË PEDAGOGJIKE,1.1
UNIVERSITETI I VLORËS “Ismail Qemali”,FAKULTETI I SHKENCAVE TEKNIKE, 177 , Shkenca Kompjuterike ,10,HOTELERI-TURIZËM,1
