"INSTITUCIONET E ARSIMIT
 TE LARTE PUBLIK",FAKULTETI,ID E PROGRAMIT TË  STUDIMIT ,"EMERTIMI I PROGRAMIT
 TË  STUDIMIT ",INDEKSI I LENDES,LENDET ME ZGJEDHJE,KOEFICIENTET,SHENIM
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,35,ELEKTROTEKNIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,36,GJEODEZI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,37,"HARRY FULTZ, AUTOMEKANIK",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,38,"HARRY FULTZ, BIZNES",1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,39,"HARRY FULTZ, ELEKTRONIKË",1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,40,HOTELERI-TURIZËM,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,42,LLOGARI,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,44,MEKANIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,45,NDËRTIM,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,48,RRJETE TË DHËNASH,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,49,SILVIKULTURË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,50,SHËRBIME BANKARE,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,55,VETERINARI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,67,FIZIKË ITALISHT,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,68,HISTORI ITALISHT,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,69,GJEOGRAFI GJERMANISHT,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,80,"Anglisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,81,"Italisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,82,"Frengjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,84,"Spanjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,85,"Greqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 206 , Menaxhim Turizëm Kulturor ,86,"Turqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,1,ANGLISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,2,ITALISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,3,FRENGJISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,4,GJERMANISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,5,SPANJISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,6,GREQISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,7,TURQISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,8,LETËRSI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,9,MATEMATIKË E THELLUAR,1.4,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,10,KIMI BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,11,KIMI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,12,FIZIKË BËRTHAMË,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,13,FIZIKË E THELLUAR,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,14,BIOLOGJI BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,15,BIOLOGJI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,16,HISTORI BËRTHAMË,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,17,HISTORI E THELLUAR,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,18,GJEOGRAFI BËRTHAMË,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,19,GJEOGRAFI E THELLUAR,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,20,EKONOMI BËRTHAMË,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,21,EKONOMI E THELLUAR,1.4,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,22,TEKNOLOGJI BËRTHAMË,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,23,TEKNOLOGJI E THELLUAR,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,24,QYTETARI,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,25,PSIKOLOGJI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,26,FILOZOFI,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,27,SOCIOLOGJI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,28,HISTORI MUZIKE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,29,HISTORI ARTI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,30,HISTORI BALETI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,31,ADMINISTRIM BIZNESI,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,32,BUJQËSI,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,34,ELEKTRONIKË,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,35,ELEKTROTEKNIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,36,GJEODEZI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,37,"HARRY FULTZ, AUTOMEKANIK",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,38,"HARRY FULTZ, BIZNES",1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,39,"HARRY FULTZ, ELEKTRONIKË",1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,40,HOTELERI-TURIZËM,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,42,LLOGARI,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,44,MEKANIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,45,NDËRTIM,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,47,PËRPUNIM DRURI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,48,RRJETE TË DHËNASH,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,49,SILVIKULTURË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,50,SHËRBIME BANKARE,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,51,SHËRBIME MJETESH TRANSPORTI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,52,SHËRBIME SOCIALE DHE SHËNDETSORE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,53,TEKNOLOGJI USHQIMORE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,54,TEKSTIL-KONFEKSIONE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,55,VETERINARI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,67,FIZIKË ITALISHT,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,68,HISTORI ITALISHT,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,69,GJEOGRAFI GJERMANISHT,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,80,"Anglisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,81,"Italisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,82,"Frengjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,83,"Gjermanisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,84,"Spanjisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,85,"Greqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I BIZNESIT, 207 , Menaxhim Turizëm Arkeologjik ,86,"Turqisht, Gjuhë e huaj e dytë",1.1,Kjo lëndë vlen vetëm për kandidatët e viteve të kaluara (A1Z)
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,1,ANGLISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,2,ITALISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,3,FRENGJISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,4,GJERMANISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,5,SPANJISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,6,GREQISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,7,TURQISHT,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,8,LETËRSI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,9,MATEMATIKË E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,10,KIMI BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,11,KIMI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,12,FIZIKË BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,13,FIZIKË E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,14,BIOLOGJI BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,15,BIOLOGJI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,16,HISTORI BËRTHAMË,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,17,HISTORI E THELLUAR,1.3,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,18,GJEOGRAFI BËRTHAMË,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,19,GJEOGRAFI E THELLUAR,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,20,EKONOMI BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,21,EKONOMI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,22,TEKNOLOGJI BËRTHAMË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,23,TEKNOLOGJI E THELLUAR,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,24,QYTETARI,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,25,PSIKOLOGJI,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,26,FILOZOFI,1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,27,SOCIOLOGJI,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,28,HISTORI MUZIKE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,29,HISTORI ARTI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,30,HISTORI BALETI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,31,ADMINISTRIM BIZNESI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,32,BUJQËSI,1.1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,33,ELEKTRONIK NË TEKNOLOGJINË E AUTOMATIZIMIT,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,34,ELEKTRONIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,35,ELEKTROTEKNIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,36,GJEODEZI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,37,"HARRY FULTZ, AUTOMEKANIK",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,38,"HARRY FULTZ, BIZNES",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,39,"HARRY FULTZ, ELEKTRONIKË",1.2,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,40,HOTELERI-TURIZËM,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,41,INSTALUES I SISTEMEVE TERMOHIDRAULIKE,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,42,LLOGARI,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,43,MBËSHTETJE E PËRDORUESVE TË TIK,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,44,MEKANIKË,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,45,NDËRTIM,1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,46,"PETER MAHRINGER, TEKNOLOGJI INFORMACIONI",1,
UNIVERSITETI I DURRËSIT “Aleksandër Moisiu”,FAKULTETI I SHKENCAVE POLITIKO-JURIDIKE, 208 , Drejtësi ,47,PËRPUNIM DRURI,1,
